id,titulo,imagen,imagenes,categoria_id,categoria_nombre,subcategoria_id,subcategoria_nombre,producto_descripcion,precio
K-BAR-MIXER-2L-ROJO,BOTELLA MIXER ROJA DE 2L,https://kossino.com/wp-content/uploads/2024/11/RWT0496R-1-LR-600x600.webp,,BAR,BAR,ACCESORIOS_PARA_BARRA,ACCESORIOS PARA BARRA,"ALTURA: 35CM

CAPACIDAD: 2.0 litros

MATERIAL: Plastico y poliestireno",45
K-CFT-KNOCKBOX,BAGACERA KNOCKBOX CON PROTECCIÓN DE HULE Y BARRA CENTRAL,https://kossino.com/wp-content/uploads/2025/05/rw_25110_800x-600x600.webp,,CAFÉ_Y_TE,CAFÉ Y TÉ ,ACCESORIOS PARA BARISTAS,ACCESORIOS PARA BARISTAS,"Esta bagacera, conocida como knockbox, está diseñada especialmente para cafeterías y profesionales del café. Cuenta con una barra central resistente que permite golpear el portafiltro y expulsar el bagazo de café usado de manera rápida y limpia.",299
K-CFT-KNOCKBOX-BARRA,REPUESTO DE HULE PARA BARRA CENTRAL DE KNOCKBOX,https://kossino.com/wp-content/uploads/2025/05/rw25901_800x-600x600.webp,,CAFÉ_Y_TE,CAFÉ Y TÉ ,ACCESORIOS PARA BARISTAS,ACCESORIOS PARA BARISTAS,El repuesto de hule para la barra central del knockbox es un accesorio indispensable para mantener la eficiencia y durabilidad de tu bagacera.,55
K-CFT-KNOCKBOX-ORILLA,PROTECCIÓN DE HULE PARA ORILLA DE KNOCKBOX,https://kossino.com/wp-content/uploads/2025/05/epkb665_cg3_687669e1-a8e0-4087-91c5-cf0c22bf3640_1600x-600x600.webp,,CAFÉ_Y_TE,CAFÉ Y TÉ ,ACCESORIOS PARA BARISTAS,ACCESORIOS PARA BARISTAS,La protección de hule para orilla de knockbox es un accesorio esencial para baristas que buscan prolongar la vida útil de su bagacera y mantener la estación de café segura y limpia.,65
K-UTEN-SCOOP-ICE-12OZ,CUCHARÓN CUADRADO CON AGARRADOR – 12OZ BEIGE,https://kossino.com/wp-content/uploads/2025/10/K-UTEN-SCOOP-ICE-12OZ.webp,,CAFÉ_Y_TE,CAFÉ Y TÉ ,ACCESORIOS PARA BARISTAS,ACCESORIOS PARA BARISTAS,"Fabricado en material resistente y duradero, permite un manejo cómodo y confiable en restaurantes, cafeterías, servicios de catering y cocinas profesionales.",45
K-UTEN-SCOOP-ICE-16OZ,CUCHARÓN CUADRADO CON AGARRADOR – 16OZ CAFÉ,https://kossino.com/wp-content/uploads/2025/10/K-UTEN-SCOOP-ICE-16OZ-1.webp,,CAFÉ_Y_TE,CAFÉ Y TÉ ,ACCESORIOS PARA BARISTAS,ACCESORIOS PARA BARISTAS,"Fabricado en material resistente y duradero, permite un manejo cómodo y confiable en restaurantes, cafeterías, servicios de catering y cocinas profesionales.",45
K-ACC-PUMP-JARABE,PUMP PARA JARABES DE 36CM,https://kossino.com/wp-content/uploads/2024/11/3947-600x600.webp,,CAFÉ_Y_TE,CAFÉ Y TÉ ,ACCESORIOS PARA BARISTAS,ACCESORIOS PARA BARISTAS,"Su longitud de 36cm permite adaptarse fácilmente a botellas de jarabe de distintos tamaños, garantizando una dosificación limpia y eficiente.",29
K-ACC-PUMP-SIROPE,PUMP PARA SIROPE DE 15ML POR PRESIÓN,https://kossino.com/wp-content/uploads/2025/10/K-ACC-PUMP-SIROPE.webp,,CAFÉ_Y_TE,CAFÉ Y TÉ ,ACCESORIOS PARA BARISTAS,ACCESORIOS PARA BARISTAS,"Permite servir 15ml exactos por cada presión, garantizando una aplicación precisa, limpia y uniforme en cafeterías, restaurantes y barras de postres",65
K-LIMP-TOALLA-30X30,TOALLA DE MICROFIBRA 30X30,https://kossino.com/wp-content/uploads/2023/12/12_bl1_barista_towel_black.jpg,,CAFÉ_Y_TE,CAFÉ Y TÉ ,ACCESORIOS PARA BARISTAS,ACCESORIOS PARA BARISTAS,"MEDIDAS: 30 x 30cm

MATERIAL: Microfibra",25
K-ACC-TERM-CAFÉ,TERMÓMETRO PARA CAFÉ,https://kossino.com/wp-content/uploads/2023/12/Cafe-2-600x600.webp,,CAFÉ_Y_TE,CAFÉ Y TÉ ,ACCESORIOS PARA BARISTAS,ACCESORIOS PARA BARISTAS,"MEDIDAS: 4.5 X 12.7cm

MATERIAL: Dial – Acero inox. 430 / Probeta – Acero inox. 304

PESO: 23g

RANGO: Hasta 110 °C",35
K-CFT-TAMPER-58MM,TAMPER DE 58MM,https://kossino.com/wp-content/uploads/2023/12/51ie3hZJr5L-600x600.jpg,,CAFÉ_Y_TE,CAFÉ Y TÉ ,ACCESORIOS PARA BARISTAS,ACCESORIOS PARA BARISTAS,"MEDIDAS: 58mm

MATERIAL: Acero inoxidable",179
K-CFT-NIVELADOR-58MM,NIVELADOR DE 58MM,https://kossino.com/wp-content/uploads/2023/12/images-1.jpg,,CAFÉ_Y_TE,CAFÉ Y TÉ ,ACCESORIOS PARA BARISTAS,ACCESORIOS PARA BARISTAS,"MEDIDAS: 58mm

MATERIAL: Acero inoxidable",199
 K-CFT-MAT-SINGLE,MAT SENCILLO PARA COMPACTAR,https://kossino.com/wp-content/uploads/2023/12/4c4debdd0e718adf75ad6c934cf90899a6d0a0ac_La_Pavoni_LPTAMPMAT_Hero3-600x600.jpg,,CAFÉ_Y_TE,CAFÉ Y TÉ ,ACCESORIOS PARA BARISTAS,ACCESORIOS PARA BARISTAS,"MEDIDAS: 14 X 12.8 X 3.8cm

MATERIAL: Silicón",79
K-CFT-MAT-DOBLE,MAT DOBLE PARA COMPACTAR,https://kossino.com/wp-content/uploads/2023/12/99cbf236-c071-4350-8df2-0cc90d55f702.9e53a85f394307a79d34b94ac9c17d99-300x300.webp,,CAFÉ_Y_TE,CAFÉ Y TÉ ,ACCESORIOS PARA BARISTAS,ACCESORIOS PARA BARISTAS,"MEDIDAS: 20.5 X 15 X 3.5cm

MATERIAL: Silicón",129
K-CFT-SHOT-2OZ,SHOT CON MEDIDAS,https://kossino.com/wp-content/uploads/2023/12/Measuringshotglass_grande.webp,,CAFÉ_Y_TE,CAFÉ Y TÉ ,ACCESORIOS PARA BARISTAS,ACCESORIOS PARA BARISTAS,"MEDIDAS: 2 onzas

MATERIAL: Vidrio",34
K-UTEN-PESA-GRAMERA,PESA GRAMERA CON TEMPORIZADOR,https://kossino.com/wp-content/uploads/2025/09/pesa-gramera-con-termporizador-600x600.webp,,CAFÉ_Y_TE,CAFÉ Y TÉ ,ACCESORIOS PARA BARISTAS,ACCESORIOS PARA BARISTAS,"Medición en gramos, onzas y mililitros.

Exactitud de 0.1 g.

Temporizador integrado.
",119
K-CFT-BROCHA,BROCHA DE LIMPIEZA,https://kossino.com/wp-content/uploads/2023/12/Cleaning_Brush_Espresso_Coffee_Machine_Head_Group_0112-01_1024x1024.webp,,CAFÉ_Y_TE,CAFÉ Y TÉ ,ACCESORIOS PARA BARISTAS,ACCESORIOS PARA BARISTAS,"MEDIDAS: 12cm

MATERIAL: Plástico",34
K-CFT-ESPUMAR,ESPUMADOR ELÉCTRICO,https://kossino.com/wp-content/uploads/2023/12/16512208254e5c3170675dcb6d0f6e150215eaeaee_thumbnail_750x-600x799.webp,,CAFÉ_Y_TE,CAFÉ Y TÉ ,ACCESORIOS PARA BARISTAS,ACCESORIOS PARA BARISTAS,"MEDIDAS: 21 X 5 X 3cm

MATERIAL: Acero inoxidable + ABS

*No incluye baterías",29
K-CFT-LATTEART-PEN,LAPICERO PARA LATTE ART,https://kossino.com/wp-content/uploads/2023/12/oaRvrMVj1ZfYDeKCG4W0_84.jpg,,CAFÉ_Y_TE,CAFÉ Y TÉ ,ACCESORIOS PARA BARISTAS,ACCESORIOS PARA BARISTAS,"MEDIDAS: 13.5cm

MATERIAL: Acero inoxidable",24
K-CFT-SCOOP,SCOOP PARA CAFÉ,https://kossino.com/wp-content/uploads/2023/12/images-2.jpg,,CAFÉ_Y_TE,CAFÉ Y TÉ ,ACCESORIOS PARA BARISTAS,ACCESORIOS PARA BARISTAS,"MEDIDAS: 9 X 3.5cm

MATERIAL: Plástico",29
K-DISPEN-JARRA-SS-90ML,JARRA CREMERA DE ACERO 3OZ,https://kossino.com/wp-content/uploads/2023/01/399094.webp,,CAFÉ_Y_TE,CAFÉ Y TÉ ,JARRAS,JARRAS,"La jarra cremera de acero de 3oz es ideal para servir leche, crema o salsas en pequeñas porciones.",24
K-DISPEN-JARRA-POR-3OZ,JARRA CREMERA DE PORCELANA 3OZ,https://kossino.com/wp-content/uploads/2025/10/1005041-removebg-preview.png,,CAFÉ_Y_TE,CAFÉ Y TÉ ,JARRAS,JARRAS,"La jarra cremera de porcelana de 3oz es ideal para servir leche, crema o acompañamientos líquidos en porciones pequeñas",19
K-DISPEN-KETTLE-1LT,JARRA DE 1 LITRO CON CUELLO DE GANSO,https://kossino.com/wp-content/uploads/2025/09/jarra-cuello-de-ganso-1lt-600x600.webp,,CAFÉ_Y_TE,CAFÉ Y TÉ ,JARRAS,JARRAS,La jarra cuello de ganso 1 litro es ideal para preparar café de especialidad con precisión,155
K-DISPEN-JARRA-MED-360ML,JARRA LECHERA CON MEDIDAS DE 12OZ,https://kossino.com/wp-content/uploads/2025/04/K-DISPEN-JARRA-MED-360ML-2.jpg,,CAFÉ_Y_TE,CAFÉ Y TÉ ,JARRAS,JARRAS,"CAPACIDAD: 360ml / 12OZ

MATERIAL: Acero inoxidable 201",79
K-DISPEN-JARRA-MED-600ML,JARRA LECHERA CON MEDIDAS DE 20OZ,https://kossino.com/wp-content/uploads/2023/12/51Fdb70omeL._AC_UF10001000_QL80_-600x605.jpg,,CAFÉ_Y_TE,CAFÉ Y TÉ ,JARRAS,JARRAS,"CAPACIDAD: 600ml / 20OZ

PESO: 211g

MATERIAL: Acero inoxidable 201",99
K-DISPEN-JARRA-MED-1000ML,JARRA LECHERA CON MEDIDAS DE 34OZ,https://kossino.com/wp-content/uploads/2025/04/K-DISPEN-JARRA-MED-1000ML-1.webp,,CAFÉ_Y_TE,CAFÉ Y TÉ ,JARRAS,JARRAS,"CAPACIDAD: 1000ml / 32OZ

MATERIAL: Acero inoxidable 201",119
K-COOK-SS-SARTEN-TEF-10,SARTÉN CON TEFLÓN DE 10PLG,https://kossino.com/wp-content/uploads/2024/04/2634801.jpg,,COCCION,COCCIÓN , ACERO INOXIDABLE, ACERO INOXIDABLE,"MATERIAL: Acero inoxidable y teflón

MEDIDAS: 10 pulgadas",250
K-COOK-SS-SARTEN-TEF-12,SARTÉN CON TEFLÓN DE 12PLG,https://kossino.com/wp-content/uploads/2024/04/2634801.jpg,,COCCION,COCCIÓN , ACERO INOXIDABLE, ACERO INOXIDABLE,"MATERIAL: Acero inoxidable y teflón

MEDIDAS: 12 pulgadas",375
K-COOK-SS-SARTEN-TEF-8,SARTÉN CON TEFLÓN DE 8PLG,https://kossino.com/wp-content/uploads/2024/04/2634801.jpg,,COCCION,COCCIÓN , ACERO INOXIDABLE, ACERO INOXIDABLE,"MATERIAL: Acero inoxidable y teflón

MEDIDAS: 8 pulgadas",190
K-COOK-SS-SARTEN-8,SARTÉN DE 8PLG,https://kossino.com/wp-content/uploads/2024/01/2159426.jpg,,COCCION,COCCIÓN , ACERO INOXIDABLE, ACERO INOXIDABLE,"MATERIAL: Acero inoxidable

MEDIDAS: 8 pulgadas",195
K-COOK-SS-SARTEN-10,SARTÉN DE 10PLG,https://kossino.com/wp-content/uploads/2024/01/2159426.jpg,,COCCION,COCCIÓN , ACERO INOXIDABLE, ACERO INOXIDABLE,"MATERIAL: Acero inoxidable

MEDIDAS: 10 pulgadas",245
K-COOK-SS-SARTEN-12,SARTÉN DE 12PLG,https://kossino.com/wp-content/uploads/2024/01/2140477.jpg,,COCCION,COCCIÓN , ACERO INOXIDABLE, ACERO INOXIDABLE,"MATERIAL: Acero inoxidable

MEDIDAS: 12 pulgadas",375
K-COOK-SS-SALSA-2QT,OLLA SALSERA DE 2 QUARTOS,https://kossino.com/wp-content/uploads/2024/01/2150167.jpg,,COCCION,COCCIÓN , ACERO INOXIDABLE, ACERO INOXIDABLE,"MATERIAL: Acero inoxidable

CAPACIDAD: 2 quartos / 1.9lts",195
K-COOK-SS-SALSA-4QT,OLLA SALSERA DE 4 QUARTOS,https://kossino.com/wp-content/uploads/2024/01/2165145.jpg,,COCCION,COCCIÓN , ACERO INOXIDABLE, ACERO INOXIDABLE,"MATERIAL: Acero inoxidable

CAPACIDAD: 4 quartos / 3.8lts",275
K-COOK-SS-SALSA-6.5QT,OLLA SALSERA DE 6.5 QUARTOS,https://kossino.com/wp-content/uploads/2024/01/2166216.jpg,,COCCION,COCCIÓN , ACERO INOXIDABLE, ACERO INOXIDABLE,"MATERIAL: Acero inoxidable

CAPACIDAD: 6.5 quartos / 6.2lts",345
K-COOK-SS-SALSA-10QT,OLLA SALSERA DE 10 QUARTOS,https://kossino.com/wp-content/uploads/2024/01/2166216.jpg,,COCCION,COCCIÓN , ACERO INOXIDABLE, ACERO INOXIDABLE,"MATERIAL: Acero inoxidable

CAPACIDAD: 10 quartos / 9.6lts",495
K-COOK-SS-OLLA-8L,OLLA DE 8 LITROS,https://kossino.com/wp-content/uploads/2024/01/2143828-300x300.jpg,,COCCION,COCCIÓN , ACERO INOXIDABLE, ACERO INOXIDABLE,"MATERIAL: Acero inoxidable

CAPACIDAD: 8lts",335
K-COOK-SS-OLLA-12L,OLLA DE 12 LITROS,https://kossino.com/wp-content/uploads/2024/01/2143828.jpg,,COCCION,COCCIÓN , ACERO INOXIDABLE, ACERO INOXIDABLE,"MATERIAL: Acero inoxidable

CAPACIDAD: 12lts",575
K-COOK-SS-OLLA-18L,OLLA DE 18 LITROS,https://kossino.com/wp-content/uploads/2024/01/2226366.jpg,,COCCION,COCCIÓN , ACERO INOXIDABLE, ACERO INOXIDABLE,"MATERIAL: Acero inoxidable

CAPACIDAD: 18lts
",645
K-COOK-SS-OLLA-32L,OLLA DE 32 LITROS,https://kossino.com/wp-content/uploads/2024/01/2223751.jpg,,COCCION,COCCIÓN , ACERO INOXIDABLE, ACERO INOXIDABLE,"MATERIAL: Acero inoxidable

CAPACIDAD: 32lts",795
K-COOK-IRON-PLANCHA-50X23,PLANCHA DOBLE LADO DE 50X23CM,https://kossino.com/wp-content/uploads/2025/05/2516135.webp,,COCCION,COCCIÓN ,HIERRO FUNDIDO,HIERRO FUNDIDO,"Esta plancha doble cara de 50×23 cm está fabricada en hierro fundido de alta resistencia,",245
K-COOK-IRON-SARTEN-6,SARTÉN DE 6PLG,https://kossino.com/wp-content/uploads/2023/12/230115_PDP_CastIron_Product_Overview_Img2-1x-700x467-1-600x400.jpeg,,COCCION,COCCIÓN ,HIERRO FUNDIDO,HIERRO FUNDIDO,"MEDIDAS: 16 x 3cm / 6 pulgadas

MATERIAL: Hierro fundido",85
K-COOK-IRON-SARTEN-8,SARTÉN DE 8PLG,https://kossino.com/wp-content/uploads/2023/12/230115_PDP_CastIron_Product_Overview_Img2-1x-700x467-1-600x400.jpeg,,COCCION,COCCIÓN ,HIERRO FUNDIDO,HIERRO FUNDIDO,"MEDIDAS: 20 x 3.5cm / 8 pulgadas

MATERIAL: Hierro fundido",125
K-COOK-IRON-SARTEN-10,SARTÉN DE 10PLG,https://kossino.com/wp-content/uploads/2023/12/230115_PDP_CastIron_Product_Overview_Img2-1x-700x467-1.jpeg,,COCCION,COCCIÓN ,HIERRO FUNDIDO,HIERRO FUNDIDO,"MEDIDAS: 26 x 4cm / 10 pulgadas

MATERIAL: Hierro fundido",150
 K-COOK-IRON-WOK-13,WOK DE 13PLG,https://kossino.com/wp-content/uploads/2023/12/images-1-2.jpg,,COCCION,COCCIÓN ,HIERRO FUNDIDO,HIERRO FUNDIDO,"MEDIDA: 33 X 9cm

MATERIAL: Hierro fundido",275
K-COOK-IRON-PRENSA,PRENSA DE HIERRO FUNDIDO,https://kossino.com/wp-content/uploads/2023/12/6b536a740154460d9769d9a7dd487605-300x300.jpeg,,COCCION,COCCIÓN ,HIERRO FUNDIDO,HIERRO FUNDIDO,"MEDIDAS: 20 X 10.5 X 1cm

MATERIAL: Hierro fundido con mango de madera",75
K-COOK-IRON-MANGO,MANGO DE SILICÓN PARA SARTÉN,https://kossino.com/wp-content/uploads/2023/12/80131654ANM006G-600x600.png,,COCCION,COCCIÓN ,HIERRO FUNDIDO,HIERRO FUNDIDO,MATERIAL: Silicón,20
K-DES-ALU-RE150-TAPA,TAPA PARA BANDEJA RECTANGULAR DE 1LB (100 UNIDADES),https://kossino.com/wp-content/uploads/2025/05/2900186-1lb.webp,,DESECHABLES_Y_CONSUMIBLES,DESECHABLES Y CONSUMIBLES,ALUMINIO,ALUMINIO,TAPA PARA BANDEJA RECTANGULAR DE 1LB (100 UNIDADES),25
K-DES-ALU-RE185-TAPA,TAPA PARA BANDEJA RECTANGULAR DE 1.5LB (100 UNIDADES),https://kossino.com/wp-content/uploads/2025/05/2900185-1.5lb.webp,,DESECHABLES_Y_CONSUMIBLES,DESECHABLES Y CONSUMIBLES,ALUMINIO,ALUMINIO,TAPA PARA BANDEJA RECTANGULAR DE 1.5LB (100 UNIDADES),50
K-DES-ALU-RE195D-TAPA,TAPA PARA BANDEJA RECTANGULAR DE 1.75LB (100 UNIDADES),https://kossino.com/wp-content/uploads/2025/05/2886156-2.25lb.webp,,DESECHABLES_Y_CONSUMIBLES,DESECHABLES Y CONSUMIBLES,ALUMINIO,ALUMINIO,TAPA PARA BANDEJA RECTANGULAR DE 1.75LB (100 UNIDADES),60
K-DES-ALU-RE150-BASE,BANDEJA RECTANGULAR DE 1LB (100 UNIDADES),https://kossino.com/wp-content/uploads/2025/05/2062749-1lb-Photoroom.png,,DESECHABLES_Y_CONSUMIBLES,DESECHABLES Y CONSUMIBLES,ALUMINIO,ALUMINIO,BANDEJA RECTANGULAR DE 1LB (100 UNIDADES),75
K-DES-ALU-RE185-BASE,BANDEJA RECTANGULAR DE 1.5LB (100 UNIDADES),https://kossino.com/wp-content/uploads/2025/05/2062751-1.5lb-Photoroom.png,,DESECHABLES_Y_CONSUMIBLES,DESECHABLES Y CONSUMIBLES,ALUMINIO,ALUMINIO,BANDEJA RECTANGULAR DE 1.5LB (100 UNIDADES),120
K-DES-ALU-RE195D-BASE,BANDEJA RECTANGULAR DE 1.75LB (100 UNIDADES),https://kossino.com/wp-content/uploads/2025/05/2062117-2lb.webp,,DESECHABLES_Y_CONSUMIBLES,DESECHABLES Y CONSUMIBLES,ALUMINIO,ALUMINIO,BANDEJA RECTANGULAR DE 1.75LB (100 UNIDADES),125
K-DES-ALU-RE320D-TAPA,TAPA PARA BANDEJA RECTANGULAR DE 5LB,https://kossino.com/wp-content/uploads/2025/05/1321592.webp,,DESECHABLES_Y_CONSUMIBLES,DESECHABLES Y CONSUMIBLES,ALUMINIO,ALUMINIO,TAPA PARA BANDEJA RECTANGULAR DE 5LB,3
K-DES-ALU-RE216-TAPA,TAPA PARA BANDEJA RECTANGULAR DE ZEPELIN (100 UNIDADES),https://kossino.com/wp-content/uploads/2025/05/1414045.webp,,DESECHABLES_Y_CONSUMIBLES,DESECHABLES Y CONSUMIBLES,ALUMINIO,ALUMINIO,TAPA PARA BANDEJA RECTANGULAR DE ZEPELIN (100 UNIDADES),85
K-DES-ALU-RE320D-BASE,BANDEJA RECTANGULAR DE 5LB,https://kossino.com/wp-content/uploads/2025/05/2418896-5lb.webp,,DESECHABLES_Y_CONSUMIBLES,DESECHABLES Y CONSUMIBLES,ALUMINIO,ALUMINIO,BANDEJA RECTANGULAR DE 5LB,4
K-DES-ALU-B430-BASE,BANDEJA RECTANGULAR DE 10LB,https://kossino.com/wp-content/uploads/2025/05/2418897-10lb.webp,,DESECHABLES_Y_CONSUMIBLES,DESECHABLES Y CONSUMIBLES,ALUMINIO,ALUMINIO,BANDEJA RECTANGULAR DE 10LB,7
K-DES-ALU-RE216-BASE,BANDEJA RECTANGULAR PARA ZEPELIN (100 UNIDADES),https://kossino.com/wp-content/uploads/2025/05/1415352.jpg,,DESECHABLES_Y_CONSUMIBLES,DESECHABLES Y CONSUMIBLES,ALUMINIO,ALUMINIO,BANDEJA RECTANGULAR PARA ZEPELIN (100 UNIDADES),155
K-DES-ALU-6PAN-TAPA,TAPA PARA BANDEJA REDONDA DE 6″ (100 UNIDADES),https://kossino.com/wp-content/uploads/2025/05/2886888-6PLG.jpg,,DESECHABLES_Y_CONSUMIBLES,DESECHABLES Y CONSUMIBLES,ALUMINIO,ALUMINIO,TAPA PARA BANDEJA REDONDA DE 6″ (100 UNIDADES),35
K-DES-ALU-7PAN-TAPA,TAPA PARA BANDEJA REDONDA DE 7″ (100 UNIDADES),https://kossino.com/wp-content/uploads/2025/05/2886890-7PLG.jpg,,DESECHABLES_Y_CONSUMIBLES,DESECHABLES Y CONSUMIBLES,ALUMINIO,ALUMINIO,TAPA PARA BANDEJA REDONDA DE 7″ (100 UNIDADES),39
K-DES-ALU-9PAN-TAPA,TAPA PARA BANDEJA REDONDA DE 9″ (100 UNIDADES),https://kossino.com/wp-content/uploads/2025/05/2886889-9PLG.webp,,DESECHABLES_Y_CONSUMIBLES,DESECHABLES Y CONSUMIBLES,ALUMINIO,ALUMINIO,TAPA PARA BANDEJA REDONDA DE 9″ (100 UNIDADES),79
K-DES-ALU-6PAN-BASE,BANDEJA REDONDA DE 6″ (100 UNIDADES),https://kossino.com/wp-content/uploads/2025/05/6lb.webp,,DESECHABLES_Y_CONSUMIBLES,DESECHABLES Y CONSUMIBLES,ALUMINIO,ALUMINIO,BANDEJA REDONDA DE 6″ (100 UNIDADES),85
K-DES-ALU-7PAN-BASE,BANDEJA REDONDA DE 7″ (100 UNIDADES),https://kossino.com/wp-content/uploads/2025/05/7lb.webp,,DESECHABLES_Y_CONSUMIBLES,DESECHABLES Y CONSUMIBLES,ALUMINIO,ALUMINIO,BANDEJA REDONDA DE 7″ (100 UNIDADES),95
K-DES-ALU-9PAN-BASE,BANDEJA REDONDA DE 9″ (100 UNIDADES),https://kossino.com/wp-content/uploads/2025/05/10lb.webp,,DESECHABLES_Y_CONSUMIBLES,DESECHABLES Y CONSUMIBLES,ALUMINIO,ALUMINIO,BANDEJA REDONDA DE 9″ (100 UNIDADES),180
K-DES-ALU-T470-BASE,PAVERA OVALADA,https://kossino.com/wp-content/uploads/2025/05/1977905.jpg,,DESECHABLES_Y_CONSUMIBLES,DESECHABLES Y CONSUMIBLES,ALUMINIO,ALUMINIO,PAVERA OVALADA,11
K-DES-ALU-SQ205-BASE,BANDEJA CUADRADA DE 8X8″ (100 UNIDADES),https://kossino.com/wp-content/uploads/2025/05/8x8.webp,,DESECHABLES_Y_CONSUMIBLES,DESECHABLES Y CONSUMIBLES,ALUMINIO,ALUMINIO,BANDEJA CUADRADA DE 8X8″ (100 UNIDADES),220
K-DES-ALU-SQ205-TAPA,APA PARA BANDEJA CUADRADA DE 8X8″ (100 UNIDADES),https://kossino.com/wp-content/uploads/2025/05/1204065-8x8-Photoroom-1.png,,DESECHABLES_Y_CONSUMIBLES,DESECHABLES Y CONSUMIBLES,ALUMINIO,ALUMINIO,TAPA PARA BANDEJA CUADRADA DE 8X8″ (100 UNIDADES),120
K-DES-ALU-FOIL-12X500,ROLLO DE PAPEL ALUMINIO DE 12 PULGADAS X 500 PIES,https://kossino.com/wp-content/uploads/2025/05/aluminum-foil.jpg,,DESECHABLES_Y_CONSUMIBLES,DESECHABLES Y CONSUMIBLES,ALUMINIO,ALUMINIO,ROLLO DE PAPEL ALUMINIO DE 12 PULGADAS X 500 PIES,115
K-BAR-GAR-LIMON,RODAJAS DE LIMÓN DESHIDRATADA,https://kossino.com/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-28-at-11.48.19-AM-2-600x469.jpeg,,DESECHABLES_Y_CONSUMIBLES,DESECHABLES Y CONSUMIBLES,GUARNICIONES,GUARNICIONES,"PESO: 210g

CANTIDAD: 140-145 RODAJAS",65
K-BAR-GAR-NARANJA,RODAJAS DE NARANJA DESHIDRATADA,https://kossino.com/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-28-at-12.20.54-PM-600x450.jpeg,,DESECHABLES_Y_CONSUMIBLES,DESECHABLES Y CONSUMIBLES,GUARNICIONES,GUARNICIONES,"PESO: 200g

CANTIDAD: 74-80 RODAJAS",75
K-BAR-GAR-TORONJA,RODAJAS DE TORONJA DESHIDRATADA,https://kossino.com/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-28-at-12.06.21-PM-600x450.jpeg,,DESECHABLES_Y_CONSUMIBLES,DESECHABLES Y CONSUMIBLES,GUARNICIONES,GUARNICIONES,"PESO: 180g

CANTIDAD: 44-50 RODAJAS",125
K-BAR-GAR-CAÑA,BASTONES DE CAÑA DE AZUCAR DESHIDRATADOS,https://kossino.com/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-28-at-11.48.19-AM-1-600x450.jpeg,,DESECHABLES_Y_CONSUMIBLES,DESECHABLES Y CONSUMIBLES,GUARNICIONES,GUARNICIONES,"PESO: 300g

CANTIDAD: 76-80 BASTONES",55
K-BAR-GAR-PIÑA,RODAJAS DE PIÑA DESHIDRATADA,https://kossino.com/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-28-at-11.48.19-AM-600x450.jpeg,,DESECHABLES_Y_CONSUMIBLES,DESECHABLES Y CONSUMIBLES,GUARNICIONES,GUARNICIONES,"PESO: 360g

CANTIDAD: 64-70 RODAJAS",130
K-DES-SEG-NITRILO-L,CAJA DE 100 GUANTES DE NITRILO TALLA L COLOR NEGRO,https://kossino.com/wp-content/uploads/2025/05/2818321.webp,,DESECHABLES_Y_CONSUMIBLES,DESECHABLES Y CONSUMIBLES,SEGURIDAD,SEGURIDAD,"El guante de nitrilo talla L color negro ofrece una barrera eficaz contra químicos, aceites y contaminantes, combinando resistencia, comodidad y tacto sensible",60
K-DES-SEG-NITRILO-L,CAJA DE 100 GUANTES DE NITRILO TALLA M COLOR NEGRO,https://kossino.com/wp-content/uploads/2025/05/2818321.webp,,DESECHABLES_Y_CONSUMIBLES,DESECHABLES Y CONSUMIBLES,SEGURIDAD,SEGURIDAD,"El guante de nitrilo talla L color negro ofrece una barrera eficaz contra químicos, aceites y contaminantes, combinando resistencia, comodidad y tacto sensible",60
K-DES-SEG-NITRILO-L,CAJA DE 100 GUANTES DE NITRILO TALLA S COLOR NEGRO,https://kossino.com/wp-content/uploads/2025/05/2818321.webp,,DESECHABLES_Y_CONSUMIBLES,DESECHABLES Y CONSUMIBLES,SEGURIDAD,SEGURIDAD,"El guante de nitrilo talla L color negro ofrece una barrera eficaz contra químicos, aceites y contaminantes, combinando resistencia, comodidad y tacto sensible",60
K-DES-SEG-GUANTE-PP,100 GUANTES PLÁSTICO PARA ALIMENTOS,https://kossino.com/wp-content/uploads/2025/05/2659701.webp,,DESECHABLES_Y_CONSUMIBLES,DESECHABLES Y CONSUMIBLES,SEGURIDAD,SEGURIDAD,"Los guantes plásticos desechables para alimentos son la opción ideal para mantener la higiene y seguridad en manipulación de alimentos en cocinas, restaurantes, supermercados y servicios de catering",7
K-DES-SEG-HAIR-COFIA,100 COFIAS ELÁSTICAS DESECHABLES,https://kossino.com/wp-content/uploads/2025/05/728910.webp,,DESECHABLES_Y_CONSUMIBLES,DESECHABLES Y CONSUMIBLES,SEGURIDAD,SEGURIDAD,"La cofia elástica desechable es un accesorio indispensable para mantener la higiene en ambientes médicos, de alimentos y limpieza. ",30
K-VAS-VID-MILK-1LT,PICHEL LECHERO DE 1LT,https://kossino.com/wp-content/uploads/2024/04/3830-600x600.jpg,,DISPENSADORES,DISPENSADORES,PICHELES,PICHELES,"MATERIAL: Vidrio

CAPACIDAD: 1000ml / 32oz",19
