id,titulo,imagen,imagenes,categoria_id,categoria_nombre,subcategoria_id,subcategoria_nombre,producto_descripcion,precio
K-DISPEN-PICHEL-VID-1.3L,PICHEL DE VIDRIO DE 1.3LTS,https://kossino.com/wp-content/uploads/2023/07/319349896.webp,,DISPENSADORES,DISPENSADORES,PICHELES,PICHELES,"MEDIDAS: 11.2cm X 9.5CM X 21.2CM

CAPACIDAD: 1300ML / 43 onzas

MATERIAL: Vidrio",25
K-DISPEN-PICHEL-VID-YZH36-1.7,PICHEL DE VIDRIO DE 1.7LTS,https://kossino.com/wp-content/uploads/2025/04/a6ac108af340cf61afc21919b53a5f352b950fce20b711e2d97fdb2e5a4c306e-600x600.jpeg,,DISPENSADORES,DISPENSADORES,PICHELES,PICHELES,"MEDIDAS: 26×10.2cm

CAPACIDAD: 1700ML / 56 onzas

MATERIAL: Vidrio",29
K-DISPEN-PICHEL-SAN-14L,PICHEL DE 1.4L,https://kossino.com/wp-content/uploads/2023/01/105886.webp,,DISPENSADORES,DISPENSADORES,PICHELES,PICHELES,"CAPACIDAD: 1.4 litros

MEDIDAS: 11.7 X 20CM

MATERIAL: Acrílico (SAN)",34
K-DISPEN-PICHEL-SAN-18L,PICHEL DE 1.8L,https://kossino.com/wp-content/uploads/2023/01/5540-07.jpg,,DISPENSADORES,DISPENSADORES,PICHELES,PICHELES,"CAPACIDAD: 1.8 litros

MEDIDAS: 13 X 20CM

MATERIAL: Acrílico (SAN)",37
K-DISPEN-PICHEL-SAN-72OZ,PICHEL DE 2.2L,https://kossino.com/wp-content/uploads/2024/04/5540-07.jpg,,DISPENSADORES,DISPENSADORES,PICHELES,PICHELES,"CAPACIDAD: 72oz / 2.2 litros

MATERIAL: Acrílico (SAN)",39
K-DISPEN-REFRES-PP-3.5L,REFRESQUERA SIMPLE DE 3.5L,https://kossino.com/wp-content/uploads/2023/07/49cf0af4-d38d-4fdb-a9f1-36818e982564.8d52808c9588162e8d85aee16f5a2263-600x600.webp,https://kossino.com/wp-content/uploads/2023/07/49cf0af4-d38d-4fdb-a9f1-36818e982564.8d52808c9588162e8d85aee16f5a2263-600x600.webp | https://kossino.com/wp-content/uploads/2023/07/51chrv4j23l-sl1000-500x500-1.webp,DISPENSADORES,DISPENSADORES,REFRESQUERAS,REFRESQUERAS,"MEDIDAS: 25.5 X 17 X 10.5cm

CAPACIDAD: 3.5 litros

MATERIAL: Plástico

*NO ELÉCTRICO",49
K-DISPEN-REFRES-PP-11L,REFRESQUERA SIMPLE DE 11L,https://kossino.com/wp-content/uploads/2023/01/2320244-e1677006774336.webp,,DISPENSADORES,DISPENSADORES,REFRESQUERAS,REFRESQUERAS,"MEDIDAS: 42.5 X 21 X 54.5CM

CAPACIDAD: 11 litros

MATERIAL: Plástico

*NO ELÉCTRICO",379
K-DISPEN-REFRES-PP-19L,REFRESQUERA SIMPLE DE 19L,https://kossino.com/wp-content/uploads/2023/01/1534974.webp,,DISPENSADORES,DISPENSADORES,REFRESQUERAS,REFRESQUERAS,"MEDIDAS: 35 X 28 X 57CM

CAPACIDAD: 19 litros

MATERIAL: Plástico

*NO ELÉCTRICO",449
K-DISPEN-REFRES-PP-22L,REFRESQUERA DOBLE DE 22L,https://kossino.com/wp-content/uploads/2023/01/1535001-600x600.webp,,DISPENSADORES,DISPENSADORES,REFRESQUERAS,REFRESQUERAS,"MEDIDAS: 42 X 43 X 54CM

CAPACIDAD: 22 litros

MATERIAL: Plástico

*NO ELÉCTRICO",729
K-DISPEN-REFRES-PP-CHORRO,CHORRO DE REPUESTO,https://kossino.com/wp-content/uploads/2025/04/K-DISPEN-REFRES-PP-CHORRO.webp,,DISPENSADORES,DISPENSADORES,REFRESQUERAS,REFRESQUERAS,MATERIAL: Plástico,43
K-CAT-ACC-BARRA-12PLG,"BARRA DE ACERO INOXIDABLE PARA MESAS CALIENTES 12""",https://kossino.com/wp-content/uploads/2025/09/barra-para-mesas-calientes-12plg.webp,,INSERTOS,INSERTOS,ACCESORIOS_PARA_INSERTOS,ACCESORIOS PARA INSERTOS,"La barra de acero inoxidable para mesas calientes de 12″ es un accesorio esencial para mantener la organización y funcionalidad en cocinas profesionales, buffets y servicios de catering.",25
K-CAT-ACC-BARRA-20PLG,"BARRA DE ACERO INOXIDABLE PARA MESAS CALIENTES 20""",https://kossino.com/wp-content/uploads/2025/09/barra-para-mesas-calientes-20plg.webp-1.webp,,INSERTOS,INSERTOS,ACCESORIOS_PARA_INSERTOS,ACCESORIOS PARA INSERTOS,"La barra de acero inoxidable para mesas calientes de 12″ es un accesorio esencial para mantener la organización y funcionalidad en cocinas profesionales, buffets y servicios de catering.",40
K-CAT-INS-REDONDO-6.5CM,INSERTO REDONDO PARA CHAFER,https://kossino.com/wp-content/uploads/2024/11/images.jpeg,,INSERTOS,INSERTOS,ACCESORIOS_PARA_INSERTOS,ACCESORIOS PARA INSERTOS,"MEDIDAS: 15″ diametro / 6.5cm altura

MATERIAL: Acero inoxidable 201",160
K-LAV-VASOS-DELUXE,LAVA VASOS EMPOTRABLE EN INSERTO DE ACERO INOXIDABLE GN 1/6,https://kossino.com/wp-content/uploads/2025/05/4354_original_eppr662-600x600.webp,,INSERTOS,INSERTOS,ACCESORIOS_PARA_INSERTOS,ACCESORIOS PARA INSERTOS,"Completo con Mangueras y T de Acople.

Este lava vasos empotrable está diseñado para instalarse en insertos gastronorm GN 1/6 de 6.5 cm de profundidad",499
K-CAT-INS-PC-DRENA-1/1,DRENAJE PARA INSERTO 1/1,https://kossino.com/wp-content/uploads/2025/02/K-CAT-INS-PC-DRENA-1-1-1.webp,,INSERTOS,INSERTOS,ACCESORIOS_PARA_INSERTOS,ACCESORIOS PARA INSERTOS,"MEDIDAS: 46x25x1.9cm

MATERIAL: Policarbonato",70
K-CAT-INS-PC-DRENA-1/2,DRENAJE PARA INSERTO 1/2,https://kossino.com/wp-content/uploads/2025/02/K-CAT-INS-PC-DRENA-1-2-1.jpg,,INSERTOS,INSERTOS,ACCESORIOS_PARA_INSERTOS,ACCESORIOS PARA INSERTOS,"MEDIDAS: 26.5×19.6×1.5cm

MATERIAL: Policarbonato",35
K-CAT-INS-PC-DRENA-1/3,DRENAJE PARA INSERTO 1/3,https://kossino.com/wp-content/uploads/2025/02/K-CAT-INS-PC-DRENA-1-3-1-1.webp,,INSERTOS,INSERTOS,ACCESORIOS_PARA_INSERTOS,ACCESORIOS PARA INSERTOS,"MEDIDAS: 25x10x1.5cm

MATERIAL: Policarbonato",30
K-CAT-INS-PC-DRENA-1/4,DRENAJE PARA INSERTO 1/4,https://kossino.com/wp-content/uploads/2025/02/K-CAT-INS-PC-DRENA-1-4-2.webp,,INSERTOS,INSERTOS,ACCESORIOS_PARA_INSERTOS,ACCESORIOS PARA INSERTOS,"MEDIDAS: 12.3×10.8×1.5cm

MATERIAL: Policarbonato",20
K-CAT-INS-PC-DRENA-1/6,DRENAJE PARA INSERTO 1/6,https://kossino.com/wp-content/uploads/2023/12/2580992.jpg,,INSERTOS,INSERTOS,ACCESORIOS_PARA_INSERTOS,ACCESORIOS PARA INSERTOS,"MEDIDAS: 12.3 x 10.8 x 1.5cm

MATERIAL: Policarbonato",15
K-CAT-INS-PC-DRENA-1/9,DRENAJE PARA INSERTO 1/9,https://kossino.com/wp-content/uploads/2023/12/1754282.jpg,,INSERTOS,INSERTOS,ACCESORIOS_PARA_INSERTOS,ACCESORIOS PARA INSERTOS,"MEDIDAS: 12 x 5 x 1.5cm

MATERIAL: Policarbonato",10
K-CAT-INS-SOPA-TAPA-S,TAPA PARA INSERTO CILINDRICO DE 4LT,https://kossino.com/wp-content/uploads/2024/11/2235208-4lt.webp,,INSERTOS,INSERTOS,INSERTOS_CILINDRICO_DE_ACERO_INOXIDABLE,INSERTOS CILINDRICO DE ACERO INOXIDABLE,MATERIAL: Acero inoxidable 201,65
K-CAT-INS-SOPA-TAPA-M,TAPA PARA INSERTO CILINDRICO DE 7LT,https://kossino.com/wp-content/uploads/2024/11/2234428-7lt.webp,,INSERTOS,INSERTOS,INSERTOS_CILINDRICO_DE_ACERO_INOXIDABLE,INSERTOS CILINDRICO DE ACERO INOXIDABLE,MATERIAL: Acero inoxidable 201,70
K-CAT-INS-SOPA-TAPA-L,TAPA PARA INSERTO CILINDRICO DE 11LT,https://kossino.com/wp-content/uploads/2024/11/2354521-11lt.webp,,INSERTOS,INSERTOS,INSERTOS_CILINDRICO_DE_ACERO_INOXIDABLE,INSERTOS CILINDRICO DE ACERO INOXIDABLE,MATERIAL: Acero inoxidable 201,75
K-CAT-INS-SOPA-4L,INSERTO CILINDRICO 4LT,https://kossino.com/wp-content/uploads/2024/11/2234828-4lt.webp,,INSERTOS,INSERTOS,INSERTOS_CILINDRICO_DE_ACERO_INOXIDABLE,INSERTOS CILINDRICO DE ACERO INOXIDABLE,"MEDIDAS: 19X13X20.5cm

CAPACIDAD: 4 litros

MATERIAL: Acero inoxidable 201",120
K-CAT-INS-SOPA-7L,INSERTO CILINDRICO 7LT,https://kossino.com/wp-content/uploads/2024/11/2230673-7lt.webp,,INSERTOS,INSERTOS,INSERTOS_CILINDRICO_DE_ACERO_INOXIDABLE,INSERTOS CILINDRICO DE ACERO INOXIDABLE,"MEDIDAS: 24x22x18cm

CAPACIDAD: 7 litros

MATERIAL: Acero inoxidable 201",160
K-CAT-INS-SOPA-11L,INSERTO CILINDRICO 11LT,https://kossino.com/wp-content/uploads/2024/11/2328368-11lt.webp,,INSERTOS,INSERTOS,INSERTOS_CILINDRICO_DE_ACERO_INOXIDABLE,INSERTOS CILINDRICO DE ACERO INOXIDABLE,"MEDIDAS: 29X23X22cm

CAPACIDAD: 11 litros

MATERIAL: Acero inoxidable 201",200
K-CAT-INS-SS-PERF-1/1-6.5,INSERTO PERFORADO 1/1 DE 6.5CM,https://kossino.com/wp-content/uploads/2025/02/K-CAT-INS-SS-PERF-1-1-6.5-2-300x300.webp,,INSERTOS,INSERTOS,INSERTOS_DE_ACERO_INOXIDABLE_1/1,INSERTOS DE ACERO INOXIDABLE 1/1,"MEDIDA: 53×32.5×6.5cm

GROSOR: 1.0mm

MATERIAL: Acero inoxidable 201",120
K-CAT-INS-SS-PERF-1/1-10,INSERTO PERFORADO 1/1 DE 10CM,https://kossino.com/wp-content/uploads/2025/02/K-CAT-INS-SS-PERF-1-1-10-1.webp,,INSERTOS,INSERTOS,INSERTOS_DE_ACERO_INOXIDABLE_1/1,INSERTOS DE ACERO INOXIDABLE 1/1,"MEDIDA: 53×32.5x10cm

GROSOR: 1.0mm

MATERIAL: Acero inoxidable 201",130
K-CAT-INS-SS-PERF-1/1-15,INSERTO PERFORADO 1/1 DE 15CM,https://kossino.com/wp-content/uploads/2025/02/K-CAT-INS-SS-PERF-1-1-15-2.webp,,INSERTOS,INSERTOS,INSERTOS_DE_ACERO_INOXIDABLE_1/1,INSERTOS DE ACERO INOXIDABLE 1/1,"MEDIDA: 53×32.5x15cm

GROSOR: 1.0mm

MATERIAL: Acero inoxidable 201",150
K-CAT-INS-SS-LID-1/1,TAPADERA DE INSERTO 1/1,https://kossino.com/wp-content/uploads/2023/01/Lid-1-1-600x600.jpg,,INSERTOS,INSERTOS,INSERTOS_DE_ACERO_INOXIDABLE_1/1,INSERTOS DE ACERO INOXIDABLE 1/1,"MEDIDA: 53 X 32.5CM

GROSOR: 0.7mm

PESO: 500g

MATERIAL: Acero inoxidable 201",70
K-CAT-INS-SS-RANU-1/1,TAPA RANURADA DE 1/1,https://kossino.com/wp-content/uploads/2025/02/K-CAT-INS-SS.RANU-1-1-1.webp,,INSERTOS,INSERTOS,INSERTOS_DE_ACERO_INOXIDABLE_1/1,INSERTOS DE ACERO INOXIDABLE 1/1,"MEDIDA: 53 X 32.5CM

GROSOR: 1.0mm

MATERIAL: Acero inoxidable 201",70
K-CAT-INS-SS-1/1-6.5CM,INSERTO 1/1 DE 6.5CMS,https://kossino.com/wp-content/uploads/2023/01/1-1-2.5p-1.jpg,,INSERTOS,INSERTOS,INSERTOS_DE_ACERO_INOXIDABLE_1/1,INSERTOS DE ACERO INOXIDABLE 1/1,"MEDIDA: 53 X 32.5 X 6.5CM

GROSOR: 0.7mm

PESO: 700g

CAPACIDAD: 8 litros

MATERIAL: Acero inoxidable 201",80
K-CAT-INS-SS-1/1-10CM,INSERTO 1/1 DE 10CMS,https://kossino.com/wp-content/uploads/2023/01/1-1-4p-3.jpg,,INSERTOS,INSERTOS,INSERTOS_DE_ACERO_INOXIDABLE_1/1,INSERTOS DE ACERO INOXIDABLE 1/1,"MEDIDA: 53 X 32.5 X 10CM

GROSOR: 0.7mm

PESO: 800g

CAPACIDAD: 12 litros

MATERIAL: Acero inoxidable 201",100
K-CAT-INS-SS-1/1-15CM,INSERTO 1/1 DE 15CMS,https://kossino.com/wp-content/uploads/2023/01/1-1-6p.jpg,,INSERTOS,INSERTOS,INSERTOS_DE_ACERO_INOXIDABLE_1/1,INSERTOS DE ACERO INOXIDABLE 1/1,"MEDIDA: 53 X 32.5 X 15CM

GROSOR: 0.7mm

PESO: 950g

CAPACIDAD: 16 litros

MATERIAL: Acero inoxidable 201",130
K-CAT-INS-SS-1/1-20CM,INSERTO DE ACERO INOXIDABLE GN 1/1 – 20 CM DE PROFUNDIDAD,https://kossino.com/wp-content/uploads/2025/07/inserto-1-1-20cm-2.webp,,INSERTOS,INSERTOS,INSERTOS_DE_ACERO_INOXIDABLE_1/1,INSERTOS DE ACERO INOXIDABLE 1/1,"Formato Gastronorm GN 1/1	Compatible con chafing dishes y equipos estándar GN.",160
K-CAT-INS-SS-PERF-1/2-6.5,INSERTO PERFORADO 1/2 DE 6.5CM,https://kossino.com/wp-content/uploads/2025/02/K-CAT-INS-SS-PERF-1-2-6.5-1.webp,,INSERTOS,INSERTOS,INSERTOS_DE_ACERO_INOXIDABLE_1/2,INSERTOS DE ACERO INOXIDABLE 1/2,"MEDIDA: 32.5×26.5×6.5cm

GROSOR: 1.0mm

MATERIAL: Acero inoxidable 201",85
K-CAT-INS-SS-PERF-1/2-10,INSERTO PERFORADO 1/2 DE 10CM,https://kossino.com/wp-content/uploads/2025/02/K-CAT-INS-SS-PERF-1-2-10-1-1.webp,,INSERTOS,INSERTOS,INSERTOS_DE_ACERO_INOXIDABLE_1/2,INSERTOS DE ACERO INOXIDABLE 1/2,"MEDIDA: 32.5×26.5x10cm

GROSOR: 1.0mm

MATERIAL: Acero inoxidable 201",95
K-CAT-INS-SS-PERF-1/2-15,INSERTO PERFORADO 1/2 DE 15CM,https://kossino.com/wp-content/uploads/2025/02/K-CAT-INS-SS-PERF-1-2-15-2.webp,,INSERTOS,INSERTOS,INSERTOS_DE_ACERO_INOXIDABLE_1/2,INSERTOS DE ACERO INOXIDABLE 1/2,"MEDIDA: 32.5×26.5x15cm

GROSOR: 1.0mm

MATERIAL: Acero inoxidable 201",115
K-CAT-INS-SS-LID-1/2,TAPADERA DE INSERTO 1/2,https://kossino.com/wp-content/uploads/2023/01/Lid-1-2.jpg,,INSERTOS,INSERTOS,INSERTOS_DE_ACERO_INOXIDABLE_1/2,INSERTOS DE ACERO INOXIDABLE 1/2,"MEDIDA: 32.5 X 26.5CM

GROSOR: 0.7mm

PESO: 250g

MATERIAL: Acero inoxidable 201",35
K-CAT-INS-SS-RANU-1/2,TAPA RANURADA DE 1/2,https://kossino.com/wp-content/uploads/2025/02/K-CAT-INS-SS.RANU-1-2-1.webp,,INSERTOS,INSERTOS,INSERTOS_DE_ACERO_INOXIDABLE_1/2,INSERTOS DE ACERO INOXIDABLE 1/2,"MEDIDA: 32.5×26.5cm

GROSOR: 1.0mm

MATERIAL: Acero inoxidable 201",50
K-CAT-INS-SS-1/2-6.5CM,INSERTO 1/2 DE 6.5CMS,https://kossino.com/wp-content/uploads/2023/01/1-2-2.5p-1.jpg,,INSERTOS,INSERTOS,INSERTOS_DE_ACERO_INOXIDABLE_1/2,INSERTOS DE ACERO INOXIDABLE 1/2,"MEDIDA: 32.5 X 26.5 X 6.5CM

GROSOR: 0.7mm

PESO: 400g

CAPACIDAD: 4.5 litros

MATERIAL: Acero inoxidable 201",50
K-CAT-INS-SS-1/2-10CM,INSERTO 1/2 DE 10CMS,https://kossino.com/wp-content/uploads/2023/01/1-2-4p.webp,,INSERTOS,INSERTOS,INSERTOS_DE_ACERO_INOXIDABLE_1/2,INSERTOS DE ACERO INOXIDABLE 1/2,"MEDIDA: 32.5 X 26.5 X 10CM

GROSOR: 0.7mm

PESO: 450g

CAPACIDAD: 7 litros

MATERIAL: Acero inoxidable 201",65
K-CAT-INS-SS-1/2-15CM,INSERTO 1/2 DE 15CMS,https://kossino.com/wp-content/uploads/2023/01/1-2-6p-1.jpg,,INSERTOS,INSERTOS,INSERTOS_DE_ACERO_INOXIDABLE_1/2,INSERTOS DE ACERO INOXIDABLE 1/2,"MEDIDA: 32.5 X 26.5 X 15CM

GROSOR: 0.7mm

PESO: 550g

CAPACIDAD: 10 litros

MATERIAL: Acero inoxidable 201",80
K-CAT-INS-SS-LID-1/3,TAPADERA DE INSERTO 1/3,https://kossino.com/wp-content/uploads/2023/01/Lid-1-3.jpg,,INSERTOS,INSERTOS,INSERTOS_DE_ACERO_INOXIDABLE 1/3,INSERTOS DE ACERO INOXIDABLE 1/3,"MEDIDA: 32.5 X 17.6CM

GROSOR: 0.7mm

PESO: 150g

MATERIAL: Acero inoxidable 201",30
K-CAT-INS-SS-RANU-1/3,TAPA RANURADA DE 1/3,https://kossino.com/wp-content/uploads/2025/02/K-CAT-INS-SS.RANU-1-3-2.webp,,INSERTOS,INSERTOS,INSERTOS_DE_ACERO_INOXIDABLE 1/3,INSERTOS DE ACERO INOXIDABLE 1/3,"MEDIDA: 32.5×17.6cm

GROSOR: 1.0mm

MATERIAL: Acero inoxidable 201",35
K-CAT-INS-SS-1/3-6.5CM,INSERTO 1/3 DE 6.5CMS,https://kossino.com/wp-content/uploads/2023/01/1-3-2.5cm.jpg,,INSERTOS,INSERTOS,INSERTOS_DE_ACERO_INOXIDABLE 1/3,INSERTOS DE ACERO INOXIDABLE 1/3,"MEDIDA: 32.5 X 17.6 X 6.5CM

GROSOR: 0.7mm

PESO: 300g

CAPACIDAD: 2.5 litros

MATERIAL: Acero inoxidable 201",45
K-CAT-INS-SS-1/3-10CM,INSERTO 1/3 DE 10CMS,https://kossino.com/wp-content/uploads/2023/01/1-3-4p-1.jpg,,INSERTOS,INSERTOS,INSERTOS_DE_ACERO_INOXIDABLE 1/3,INSERTOS DE ACERO INOXIDABLE 1/3,"MEDIDA: 32.5 X 17.6 X 10CM

GROSOR: 0.7mm

PESO: 350g

CAPACIDAD: 4.0 litros

MATERIAL: Acero inoxidable 201",55
K-CAT-INS-SS-1/3-15CM,INSERTO 1/3 DE 15CMS,https://kossino.com/wp-content/uploads/2023/01/1-3-6p-600x600.jpg,,INSERTOS,INSERTOS,INSERTOS_DE_ACERO_INOXIDABLE 1/3,INSERTOS DE ACERO INOXIDABLE 1/3,"MEDIDA: 32.5 X 17.6 X 15CM

GROSOR: 0.7mm

PESO: 500g

CAPACIDAD: 6.0 litros

MATERIAL: Acero inoxidable 201",70
K-CAT-INS-SS-LID-1/4,TAPADERA DE INSERTO 1/4,https://kossino.com/wp-content/uploads/2023/01/Lid-1-4.jpg,,INSERTOS,INSERTOS,INSERTOS_DE_ACERO_INOXIDABLE_1/4,INSERTOS DE ACERO INOXIDABLE 1/4,"MEDIDA: 26.5 X 16.2CM

GROSOR: 0.7mm

PESO: 150g

MATERIAL: Acero inoxidable 201",25
K-CAT-INS-SS-RANU-1/4,TAPA RANURADA DE 1/4,https://kossino.com/wp-content/uploads/2025/02/K-CAT-INS-SS.RANU-1-4-2.jpg,,INSERTOS,INSERTOS,INSERTOS_DE_ACERO_INOXIDABLE_1/4,INSERTOS DE ACERO INOXIDABLE 1/4,"MEDIDA: 26.5×16.2cm

GROSOR: 1.0mm

MATERIAL: Acero inoxidable 201",30
K-CAT-INS-SS-1/4-6.5CM,INSERTO 1/4 DE 6.5CMS,https://kossino.com/wp-content/uploads/2023/01/1-4-2.5p-1-600x600.jpg,,INSERTOS,INSERTOS,INSERTOS_DE_ACERO_INOXIDABLE_1/4,INSERTOS DE ACERO INOXIDABLE 1/4,"MEDIDA: 26.5 X 16.2 X 6.5CM

GROSOR: 0.7mm

PESO: 200g

CAPACIDAD: 1.7 litros

MATERIAL: Acero inoxidable 201",40
K-CAT-INS-SS-1/4-10CM,INSERTO 1/4 DE 10CMS,https://kossino.com/wp-content/uploads/2023/01/1-4-4p-1.jpg,,INSERTOS,INSERTOS,INSERTOS_DE_ACERO_INOXIDABLE_1/4,INSERTOS DE ACERO INOXIDABLE 1/4,"MEDIDA: 26.5 X 16.2 X 10CM

GROSOR: 0.7mm

PESO: 250g

CAPACIDAD: 2.5 litros

MATERIAL: Acero inoxidable 201",50
K-CAT-INS-SS-1/4-15CM,INSERTO 1/4 DE 15CMS,https://kossino.com/wp-content/uploads/2023/01/1-4-6.jpg,,INSERTOS,INSERTOS,INSERTOS_DE_ACERO_INOXIDABLE_1/4,INSERTOS DE ACERO INOXIDABLE 1/4,"MEDIDA: 26.5 X 16.2 X 15CM

GROSOR: 0.7mm

PESO: 350g

CAPACIDAD: 3.8 litros

MATERIAL: Acero inoxidable 201",65
K-CAT-INS-SS-LID-1/6,TAPADERA DE INSERTO 1/6,https://kossino.com/wp-content/uploads/2023/01/Lid-1-6-600x702.jpg,,INSERTOS,INSERTOS,INSERTOS_DE_ACERO_INOXIDABLE_1/6,INSERTOS DE ACERO INOXIDABLE 1/6,"MEDIDA: 17.6 X 16.2CM

GROSOR: 0.7mm

PESO: 100g

MATERIAL: Acero inoxidable 201",20
K-CAT-INS-SS-RANU-1/6,TAPA RANURADA DE 1/6,https://kossino.com/wp-content/uploads/2025/02/K-CAT-INS-SS.RANU-1-6-2.webp,,INSERTOS,INSERTOS,INSERTOS_DE_ACERO_INOXIDABLE_1/6,INSERTOS DE ACERO INOXIDABLE 1/6,"MEDIDA: 17.6×16.2cm

GROSOR: 1.0mm

MATERIAL: Acero inoxidable 201",25
K-CAT-INS-SS-1/6-6.5CM,INSERTO 1/6 6.5CM,https://kossino.com/wp-content/uploads/2023/01/1-6-2.5p-1.jpg,,INSERTOS,INSERTOS,INSERTOS_DE_ACERO_INOXIDABLE_1/6,INSERTOS DE ACERO INOXIDABLE 1/6,"MEDIDA: 17.6 X 16.2 X 6.5CM

GROSOR: 0.7mm

PESO: 150g

CAPACIDAD: 1.0 litros

MATERIAL: Acero inoxidable 201",35
K-CAT-INS-SS-1/6-10CM,INSERTO 1/6 DE 10CM,https://kossino.com/wp-content/uploads/2023/01/1-6-4p.webp,,INSERTOS,INSERTOS,INSERTOS_DE_ACERO_INOXIDABLE_1/6,INSERTOS DE ACERO INOXIDABLE 1/6,"MEDIDA: 17.6 X 16.2 X 10CM

GROSOR: 0.7mm

PESO: 250g

CAPACIDAD: 1.5 litros

MATERIAL: Acero inoxidable 201",40
K-CAT-INS-SS-1/6-15CM,INSERTO 1/6 15CM,https://kossino.com/wp-content/uploads/2023/01/1-6-6p.webp,,INSERTOS,INSERTOS,INSERTOS_DE_ACERO_INOXIDABLE_1/6,INSERTOS DE ACERO INOXIDABLE 1/6,"MEDIDA: 17.6 X 16.2 X 15CM

GROSOR: 0.7mm

PESO: 300g

CAPACIDAD: 2.2 litros

MATERIAL: Acero inoxidable 201",55
K-CAT-INS-SS-LID-1/9,TAPADERA DE INSERTO 1/9,https://kossino.com/wp-content/uploads/2023/01/Lid-1-9.jpg,,INSERTOS,INSERTOS,INSERTOS_DE_ACERO_INOXIDABLE_1/9,INSERTOS DE ACERO INOXIDABLE 1/9,"MEDIDA: 17.6 X 10.8CM

GROSOR: 0.7mm

PESO: 66.5g

MATERIAL: Acero inoxidable 201",20
K-CAT-INS-SS-RANU-1/9,TAPA RANURADA DE 1/9,https://kossino.com/wp-content/uploads/2025/02/K-CAT-INS-SS.RANU-1-9-2.webp,,INSERTOS,INSERTOS,INSERTOS_DE_ACERO_INOXIDABLE_1/9,INSERTOS DE ACERO INOXIDABLE 1/9,"MEDIDA: 17.6×10.8cm

GROSOR: 1.0mm

MATERIAL: Acero inoxidable 201",0
K-CAT-INS-SS-1/9-6.5CM,INSERTO 1/9 6.5CM,https://kossino.com/wp-content/uploads/2023/01/1-9-2.5p-1-600x600.jpg,,INSERTOS,INSERTOS,INSERTOS_DE_ACERO_INOXIDABLE_1/9,INSERTOS DE ACERO INOXIDABLE 1/9,"MEDIDA: 17.6 X 10.8 X 6.5CM

GROSOR: 0.7mm

PESO: 150g

CAPACIDAD: 0.55 litros

MATERIAL: Acero inoxidable 201",25
K-CAT-INS-SS-1/9-10CM,INSERTO 1/9 10CM,https://kossino.com/wp-content/uploads/2023/01/1-9-4p-1.jpg,,INSERTOS,INSERTOS,INSERTOS_DE_ACERO_INOXIDABLE_1/9,INSERTOS DE ACERO INOXIDABLE 1/9,"MEDIDA: 17.6 X 10.8 X 10CM

GROSOR: 0.7mm

PESO: 150g

CAPACIDAD: 0.9 litros

MATERIAL: Acero inoxidable 201",35
K-CAT-INS-SS-1/9-15CM,INSERTO 1/9 DE 15CMS,https://kossino.com/wp-content/uploads/2024/04/1-9-15cm-600x600.jpg,,INSERTOS,INSERTOS,INSERTOS_DE_ACERO_INOXIDABLE_1/9,INSERTOS DE ACERO INOXIDABLE 1/9,"MATERIAL: Acero inoxidable 201

MEDIDAS: 16″ / 40cm",45
K-CAT-INS-PC-LID-1/1,TAPADERA PARA INSERTO 1/1,https://kossino.com/wp-content/uploads/2023/01/1-1-1-300x300.jpg,,INSERTOS,INSERTOS,INSERTOS_DE_POLICARBONATO_1/1,INSERTOS DE POLICARBONATO 1/1,"MEDIDA: 53 X 32.5CM

PESO: 550g

MATERIAL: Policarbonato",90
K-CAT-INS-PC-1/1-6.5CM,INSERTO 1/1 DE 6.5CMS,https://kossino.com/wp-content/uploads/2023/01/1-1-6cm.jpg,,INSERTOS,INSERTOS,INSERTOS_DE_POLICARBONATO_1/1,INSERTOS DE POLICARBONATO 1/1,"MEDIDA: 53 X 32.5 X 6.5CM

PESO: 750g

CAPACIDAD: 8.5 litros

MATERIAL: Policarbonato",125
K-CAT-INS-PC-1/1-10CM,INSERTO 1/1 DE 10CMS,https://kossino.com/wp-content/uploads/2023/01/1-1-4p.jpg,,INSERTOS,INSERTOS,INSERTOS_DE_POLICARBONATO_1/1,INSERTOS DE POLICARBONATO 1/1,"MEDIDA: 53 X 32.5 X 10CM

PESO: 900g

CAPACIDAD: 13 litros

MATERIAL: Policarbonato",145
K-CAT-INS-PC-1/1-15CM,INSERTO 1/1 DE 15CMS,https://kossino.com/wp-content/uploads/2023/01/1-1-6p.webp,,INSERTOS,INSERTOS,INSERTOS_DE_POLICARBONATO_1/1,INSERTOS DE POLICARBONATO 1/1,"MEDIDA: 53 X 32.5 X 15CM

PESO: 970g

CAPACIDAD: 19.5 litros

MATERIAL: Policarbonato",185
 K-CAT-INS-PC-1/1-20CM,INSERTO 1/1 DE 20CMS,https://kossino.com/wp-content/uploads/2025/04/1-1-20CM-300x300.webp,,INSERTOS,INSERTOS,INSERTOS_DE_POLICARBONATO_1/1,INSERTOS DE POLICARBONATO 1/1,"MEDIDA: 53X32.5X20cm

CAPACIDAD: 25.6 litros

MATERIAL: Policarbonato",209
K-CAT-INS-PC-LID-1/2,TAPADERA PARA INSERTO 1/2,https://kossino.com/wp-content/uploads/2023/01/1-2-1.jpg,,INSERTOS,INSERTOS,INSERTOS_DE_POLICARBONATO_1/2,INSERTOS DE POLICARBONATO 1/2,"MEDIDA: 32.5 X 26.5CM

PESO: 280g

MATERIAL: Policarbonato",45
